,country,variety,points
76611,South Africa,Sauvignon Blanc,88
76612,Italy,Pallagrello,88
76613,US,Semillon-Sauvignon Blanc,88
76614,US,Chardonnay,88
76615,France,White Blend,88
76616,US,Zinfandel,88
76617,Germany,Rosé,88
76618,South Africa,Chardonnay-Viognier,88
76619,Italy,Nero d'Avola,88
76620,US,Cabernet Sauvignon,90
76621,France,Carignan,89
76622,France,Rhône-style Red Blend,89
76623,France,Red Blend,89
76624,France,Bordeaux-style Red Blend,89
76625,France,Rhône-style Red Blend,89
76626,France,Sauvignon Blanc,89
76627,US,Pinot Noir,89
76628,Spain,Red Blend,89
76629,Portugal,Syrah,89
76630,Portugal,Portuguese White,89
76631,US,Barbera,89
76632,Italy,Red Blend,89
76633,US,Zinfandel,89
76634,US,Pinot Noir,89
76635,France,Bordeaux-style Red Blend,89
76636,US,Red Blend,89
76637,Spain,Tempranillo,89
76638,Portugal,Port,89
76639,New Zealand,Sauvignon Blanc,89
76640,France,White Blend,89
76641,Italy,Red Blend,89
76642,US,Pinot Blanc,89
76643,Italy,Cabernet Sauvignon,89
76644,France,Bordeaux-style Red Blend,89
76645,France,Rhône-style Red Blend,89
76646,France,Rhône-style Red Blend,89
76647,US,Pinot Noir,89
76648,Spain,Albariño,89
76649,Italy,Red Blend,89
76650,South Africa,Chenin Blanc,91
76651,Portugal,Portuguese Red,91
76652,Portugal,Portuguese Red,91
76653,Portugal,Portuguese White,91
76654,US,Cabernet Sauvignon,91
76655,Portugal,Portuguese White,91
76656,Portugal,Portuguese Red,91
76657,Australia,Cabernet Sauvignon,91
76658,Australia,Shiraz,91
76659,Argentina,Malbec,91
76660,South Africa,Cabernet Sauvignon,91
76661,US,Chardonnay,91
76662,South Africa,Syrah,91
76663,Portugal,Portuguese White,91
76664,US,Viognier-Marsanne,91
76665,Argentina,Red Blend,91
76666,Portugal,Touriga Nacional-Cabernet Sauvignon,91
76667,Australia,Shiraz,91
76668,Spain,Albariño,91
76669,US,Chardonnay,91
76670,US,Rhône-style Red Blend,91
76671,Portugal,Alvarinho,91
76672,Portugal,Portuguese White,91
76673,US,Red Blend,91
76674,US,Riesling,91
76675,US,Bordeaux-style Red Blend,91
76676,US,Chenin Blanc,91
76677,US,Cabernet Sauvignon,91
76678,US,Cabernet Sauvignon,91
76679,Australia,Cabernet Sauvignon,91
76680,Germany,Spätburgunder,89
76681,Australia,Shiraz-Viognier,89
76682,Italy,Aglianico,89
76683,France,Bordeaux-style Red Blend,89
76684,US,Pinot Noir,89
76685,Australia,Shiraz,89
76686,Spain,Tempranillo,89
76687,Germany,Riesling,89
76688,Germany,Riesling,89
76689,US,Zinfandel,89
76690,Italy,Fiano,89
76691,Italy,Aglianico,89
76692,France,Bordeaux-style Red Blend,89
76693,France,Bordeaux-style Red Blend,89
76694,Spain,Tempranillo,89
76695,Italy,Red Blend,89
76696,France,Bordeaux-style Red Blend,89
76697,France,Bordeaux-style Red Blend,89
76698,France,Bordeaux-style Red Blend,89
76699,France,Bordeaux-style Red Blend,89
76700,France,Bordeaux-style White Blend,89
76701,US,Sangiovese,89
76702,Italy,Red Blend,89
76703,US,Merlot,89
76704,US,Malbec,89
76705,Portugal,Port,89
76706,France,Bordeaux-style Red Blend,88
76707,France,Bordeaux-style White Blend,88
76708,US,Mourvèdre,88
76709,France,Bordeaux-style Red Blend,88
76710,France,Bordeaux-style Red Blend,90
76711,Italy,Fiano,90
76712,US,Pinot Noir,90
76713,France,Rhône-style Red Blend,90
76714,Chile,Sauvignon Blanc,90
76715,US,Cabernet Sauvignon,90
76716,Italy,Montepulciano,90
76717,US,Cabernet Sauvignon,90
76718,US,Chardonnay,90
76719,US,Cabernet Sauvignon,90
76720,Italy,Primitivo,90
76721,US,Pinot Noir,90
76722,US,Pinot Noir,90
76723,Chile,Pinot Noir,90
76724,US,Pinot Noir,90
76725,US,Auxerrois,90
76726,Portugal,Portuguese Red,90
76727,Portugal,Portuguese Red,90
76728,Italy,Red Blend,90
76729,US,Chardonnay,90
76730,Portugal,Portuguese Sparkling,90
76731,US,Pinot Noir,90
76732,France,Chardonnay,90
76733,France,Malbec,90
76734,US,Pinot Noir,90
76735,Portugal,Portuguese Red,90
76736,US,Zinfandel,90
76737,US,Chardonnay,90
76738,France,Rhône-style Red Blend,90
76739,France,Bordeaux-style White Blend,90
76740,US,Sauvignon Blanc,88
76741,US,Red Blend,88
76742,US,Merlot,88
76743,Chile,Malbec,88
76744,Italy,Nebbiolo,88
76745,US,Sauvignon Blanc,88
76746,Chile,Merlot,88
76747,Italy,Nebbiolo,88
76748,Italy,Nebbiolo,88
76749,US,Merlot,88
76750,US,Pinot Noir,88
76751,US,Cabernet Sauvignon,88
76752,Israel,Cabernet Sauvignon,88
76753,US,Zinfandel,88
76754,Israel,White Blend,88
76755,US,Syrah,88
76756,Chile,Pinot Noir,88
76757,France,Bordeaux-style Red Blend,88
76758,Italy,Nebbiolo,88
76759,Italy,Nebbiolo,88
76760,Chile,Carmenère,88
76761,US,Barbera,88
76762,US,Chardonnay,88
76763,France,Bordeaux-style White Blend,88
76764,US,Red Blend,88
76765,Chile,Cabernet Sauvignon,88
76766,US,Chardonnay,88
76767,US,Pinot Gris,88
76768,US,Riesling,88
76769,US,Chardonnay,88
76770,US,Cabernet Sauvignon,93
76771,US,Chardonnay,93
76772,Italy,"Corvina, Rondinella, Molinara",93
76773,US,Cabernet Sauvignon,93
76774,US,Syrah,93
76775,France,Pinot Noir,93
76776,US,Red Blend,93
76777,US,Syrah,93
76778,US,Syrah,93
76779,US,Mourvèdre,93
76780,Italy,"Corvina, Rondinella, Molinara",93
76781,France,Chardonnay,93
76782,France,Chardonnay,93
76783,France,Pinot Noir,93
76784,France,Pinot Noir,93
76785,France,Chardonnay,93
76786,France,Chardonnay,93
76787,US,Riesling,93
76788,France,Chardonnay,93
76789,France,Chardonnay,93
76790,US,Syrah,93
76791,US,Cabernet Sauvignon,93
76792,Spain,Tempranillo,93
76793,Italy,Red Blend,93
76794,Italy,"Corvina, Rondinella, Molinara",93
76795,Italy,"Corvina, Rondinella, Molinara",93
76796,France,Chardonnay,93
76797,France,Chardonnay,93
76798,US,Pinot Noir,93
76799,Italy,"Corvina, Rondinella, Molinara",93
76800,France,Bordeaux-style Red Blend,92
76801,France,Bordeaux-style White Blend,91
76802,France,Bordeaux-style White Blend,91
76803,France,Bordeaux-style Red Blend,91
76804,France,Bordeaux-style White Blend,91
76805,France,Bordeaux-style Red Blend,91
76806,France,Bordeaux-style White Blend,91
76807,France,Bordeaux-style White Blend,91
76808,France,Bordeaux-style White Blend,91
76809,France,Bordeaux-style Red Blend,91
76810,France,Bordeaux-style Red Blend,91
76811,France,Bordeaux-style Red Blend,90
76812,France,Bordeaux-style White Blend,90
76813,France,Bordeaux-style White Blend,90
76814,France,Bordeaux-style Red Blend,90
76815,France,Bordeaux-style White Blend,89
76816,France,Bordeaux-style White Blend,89
76817,France,Bordeaux-style Red Blend,87
76818,France,Bordeaux-style Red Blend,97
76819,France,Bordeaux-style Red Blend,96
76820,France,Bordeaux-style Red Blend,96
76821,France,Bordeaux-style Red Blend,96
76822,France,Bordeaux-style Red Blend,95
76823,France,Bordeaux-style Red Blend,95
76824,France,Bordeaux-style Red Blend,95
76825,France,Bordeaux-style Red Blend,95
76826,France,Bordeaux-style Red Blend,95
76827,France,Bordeaux-style Red Blend,95
76828,France,Bordeaux-style Red Blend,95
76829,France,Bordeaux-style Red Blend,94
76830,Italy,Nebbiolo,87
76831,Greece,Robola,87
76832,France,Pinot Noir,87
76833,Greece,Assyrtico,87
76834,Italy,Nebbiolo,87
76835,US,Pinot Grigio,87
76836,Italy,Nebbiolo,87
76837,US,Pinot Noir,87
76838,Italy,Dolcetto,87
76839,New Zealand,Bordeaux-style Red Blend,87
76840,New Zealand,Riesling,87
76841,Chile,Cabernet Sauvignon,87
76842,Bulgaria,Merlot,87
76843,US,Sauvignon Blanc,87
76844,Italy,Nebbiolo,87
76845,US,Pinot Noir,87
76846,Croatia,Traminer,87
76847,Croatia,Malvasia,87
76848,US,Cabernet Sauvignon,87
76849,US,Cabernet Sauvignon,87
76850,US,Chardonnay,87
76851,Romania,Merlot,87
76852,France,Chardonnay,87
76853,US,Chardonnay,87
76854,Italy,Arneis,87
76855,New Zealand,Sauvignon Blanc,87
76856,US,Pinot Grigio,87
76857,US,Zinfandel,87
76858,US,Bordeaux-style Red Blend,87
76859,France,Pinot Noir,87
76860,Greece,Red Blend,88
76861,US,Cabernet Sauvignon,88
76862,US,Pinot Noir,88
76863,Argentina,Malbec,88
76864,France,Malbec,88
76865,Austria,Grüner Veltliner,88
76866,Italy,Merlot,88
76867,Argentina,Torrontés,88
76868,Argentina,Malbec,88
76869,Italy,White Blend,88
76870,Austria,Grüner Veltliner,88
76871,Italy,"Corvina, Rondinella, Molinara",88
76872,France,Malbec,88
76873,Greece,Mavroudi,88
76874,Germany,Pinot Noir,88
76875,Italy,Pallagrello,88
76876,US,Pinot Gris,88
76877,South Africa,Pinotage,88
76878,US,Red Blend,88
76879,France,Red Blend,88
76880,Italy,White Blend,88
76881,US,Cabernet Sauvignon,88
76882,US,Muscat Blanc,88
76883,US,Pinot Noir,88
76884,US,Chardonnay,88
76885,Argentina,Syrah,88
76886,Austria,Merlot,88
76887,US,Pinot Noir,88
76888,Italy,Red Blend,87
76889,Italy,Pallagrello,87
76890,France,Malbec,89
76891,Italy,Red Blend,89
76892,Italy,Merlot,89
76893,Portugal,Portuguese Red,89
76894,New Zealand,Sauvignon Blanc,89
76895,US,Primitivo,89
76896,Italy,Red Blend,89
76897,US,Syrah,89
76898,US,Cabernet Sauvignon,89
76899,Portugal,Portuguese Red,89
76900,France,Bordeaux-style Red Blend,89
76901,Spain,Red Blend,89
76902,Italy,Merlot,89
76903,France,Bordeaux-style Red Blend,89
76904,US,Cabernet Sauvignon,89
76905,Portugal,Portuguese Red,89
76906,Australia,Sparkling Blend,89
76907,Italy,Red Blend,89
76908,France,Tannat,89
76909,Portugal,Portuguese White,89
76910,Spain,Albariño,89
76911,New Zealand,Sauvignon Blanc,89
76912,Spain,Sparkling Blend,89
76913,US,Riesling,89
76914,US,Pinot Noir,89
76915,US,Pinot Noir,89
76916,Spain,Red Blend,89
76917,US,Pinot Noir,89
76918,Portugal,Port,89
76919,France,Bordeaux-style Red Blend,89
76920,Greece,Xinomavro,87
76921,Greece,Xinomavro,87
76922,Italy,Greco Bianco,87
76923,Italy,Falanghina,87
76924,Italy,Rosé,87
76925,Italy,Piedirosso,87
76926,Italy,Primitivo,87
76927,US,Merlot,87
76928,South Africa,Red Blend,87
76929,New Zealand,Riesling,87
76930,US,Zinfandel,87
76931,US,Syrah,87
76932,Italy,Rosé,87
76933,South Africa,Sauvignon Blanc,87
76934,US,Pinot Noir,87
76935,Italy,Fiano,87
76936,South Africa,Sauvignon Blanc,87
76937,Chile,Cabernet Sauvignon,87
76938,Chile,Cabernet Sauvignon,87
76939,Chile,Sauvignon Blanc,87
76940,Greece,Xinomavro,87
76941,US,Malbec,87
76942,France,Bordeaux-style Red Blend,87
76943,South Africa,Pinot Noir,87
76944,France,Cabernet Franc,87
76945,US,Chardonnay,87
76946,Italy,White Blend,87
76947,Italy,Falanghina,87
76948,Chile,Sauvignon Blanc,87
76949,US,Cabernet Sauvignon,87
76950,US,Grüner Veltliner,91
76951,Portugal,Portuguese Red,91
76952,US,Bordeaux-style Red Blend,91
76953,Portugal,Touriga Nacional-Cabernet Sauvignon,91
76954,Portugal,Portuguese White,91
76955,Portugal,Portuguese Red,91
76956,South Africa,Shiraz,91
76957,Argentina,Red Blend,91
76958,US,Syrah,91
76959,France,Bordeaux-style Red Blend,91
76960,Australia,Sauvignon Blanc-Semillon,91
76961,Portugal,Bical,91
76962,Portugal,Portuguese Red,91
76963,Argentina,Malbec,91
76964,US,Grenache,91
76965,US,Pinot Noir,91
76966,Argentina,Malbec,91
76967,US,Sauvignon Blanc,91
76968,Portugal,Alvarinho,91
76969,US,Sangiovese,91
76970,US,Rhône-style Red Blend,91
76971,US,Cabernet Sauvignon,91
76972,US,Red Blend,91
76973,South Africa,Cabernet Sauvignon,91
76974,Portugal,Portuguese Red,91
76975,Argentina,Malbec,91
76976,US,Syrah,91
76977,South Africa,Pinotage,91
76978,US,Syrah,91
76979,US,Pinot Noir,91
76980,France,Bordeaux-style Red Blend,88
76981,France,Bordeaux-style Red Blend,88
76982,France,Bordeaux-style White Blend,88
76983,France,Bordeaux-style Red Blend,88
76984,France,Bordeaux-style Red Blend,88
76985,France,Bordeaux-style Red Blend,88
76986,France,Bordeaux-style Red Blend,88
76987,Germany,Riesling,88
76988,US,Red Blend,88
76989,US,Pinot Noir,88
76990,France,Bordeaux-style Red Blend,88
76991,Germany,Pinot Noir,88
76992,US,Zinfandel,88
76993,Argentina,Cabernet-Syrah,88
76994,Germany,Riesling,88
76995,Germany,Pinot Noir,88
76996,France,Bordeaux-style Red Blend,88
76997,Spain,White Blend,88
76998,Italy,Aglianico,88
76999,Italy,Fiano,88
77000,France,Bordeaux-style Red Blend,88
77001,France,Bordeaux-style Red Blend,88
77002,US,Pinot Gris,88
77003,Spain,Tempranillo,88
77004,US,Syrah,88
77005,Italy,Red Blend,88
77006,US,Cabernet Sauvignon,88
77007,France,Bordeaux-style Red Blend,88
77008,Italy,Primitivo,88
77009,US,Chardonnay,88
77010,France,Malbec,90
77011,US,Pinot Noir,90
77012,Italy,Montepulciano,90
77013,US,Cabernet Sauvignon,90
77014,Portugal,Portuguese Red,90
77015,Chile,Syrah,90
77016,US,Merlot-Cabernet Sauvignon,90
77017,US,Pinot Noir,90
77018,France,G-S-M,90
77019,France,Bordeaux-style Red Blend,90
77020,Germany,Riesling,90
77021,Portugal,Portuguese White,90
77022,US,Cabernet Sauvignon,90
77023,Portugal,Pinot Noir,90
77024,Portugal,Portuguese Red,90
77025,Chile,Sauvignon Blanc,90
77026,Portugal,Pinot Noir,90
77027,Portugal,Port,90
77028,Italy,Aglianico,90
77029,Italy,Montepulciano,90
77030,Portugal,Port,90
77031,Portugal,Portuguese Red,90
77032,France,Tannat-Cabernet Franc,90
77033,France,Tannat,90
77034,Portugal,Portuguese White,90
77035,Germany,Riesling,90
77036,US,Chardonnay,90
77037,US,Pinot Noir,90
77038,US,Pinot Noir,90
77039,US,Riesling,90
77040,France,Champagne Blend,88
77041,France,Cabernet Franc,88
77042,Chile,Red Blend,88
77043,US,Grenache,88
77044,Italy,Nebbiolo,88
77045,US,Zinfandel,88
77046,US,Viognier,88
77047,US,Sauvignon Blanc,88
77048,France,Bordeaux-style Red Blend,88
77049,US,Red Blend,88
77050,US,Zinfandel,88
77051,US,Merlot,88
77052,Greece,Red Blend,88
77053,US,Riesling,88
77054,Italy,Nebbiolo,88
77055,US,Riesling,88
77056,France,Cabernet Franc-Cabernet Sauvignon,88
77057,US,Pinot Noir,88
77058,France,Bordeaux-style Red Blend,88
77059,US,Chardonnay,88
77060,US,Rosé,88
77061,France,Bordeaux-style Red Blend,88
77062,France,Bordeaux-style Red Blend,88
77063,France,Bordeaux-style Red Blend,88
77064,Italy,Dolcetto,88
77065,Italy,Nebbiolo,88
77066,Italy,Nebbiolo,88
77067,Italy,Nebbiolo,88
77068,US,Pinot Noir,88
77069,US,White Blend,88
77070,US,Syrah,93
77071,US,Cabernet Sauvignon,93
77072,France,Pinot Noir,93
77073,France,Chardonnay,93
77074,US,Cabernet Sauvignon,93
77075,France,Chardonnay,93
77076,US,Rhône-style Red Blend,93
77077,US,Pinot Noir,93
77078,France,Pinot Noir,93
77079,France,Pinot Noir,93
77080,US,Bordeaux-style Red Blend,93
77081,Italy,"Corvina, Rondinella, Molinara",93
77082,US,Zinfandel,93
77083,US,Bordeaux-style Red Blend,93
77084,France,Chardonnay,93
77085,France,Chardonnay,93
77086,France,Pinot Noir,93
77087,France,Chardonnay,93
77088,France,Chardonnay,93
77089,US,Zinfandel,93
77090,Italy,"Corvina, Rondinella, Molinara",93
77091,US,Pinot Noir,93
77092,France,Pinot Noir,93
77093,Italy,"Corvina, Rondinella, Molinara",93
77094,France,Chardonnay,93
77095,Spain,Red Blend,93
77096,Italy,"Corvina, Rondinella, Molinara",93
77097,US,Sparkling Blend,93
77098,US,Pinot Noir,93
77099,US,Pinot Noir,93
77100,France,Bordeaux-style Red Blend,94
77101,France,Bordeaux-style Red Blend,94
77102,France,Bordeaux-style Red Blend,94
77103,France,Bordeaux-style Red Blend,94
77104,France,Bordeaux-style Red Blend,94
77105,France,Bordeaux-style Red Blend,94
77106,France,Bordeaux-style Red Blend,94
77107,France,Bordeaux-style Red Blend,94
77108,France,Bordeaux-style Red Blend,94
77109,France,Bordeaux-style Red Blend,93
77110,France,Bordeaux-style Red Blend,93
77111,France,Bordeaux-style Red Blend,93
77112,France,Bordeaux-style Red Blend,93
77113,France,Bordeaux-style Red Blend,93
77114,France,Bordeaux-style Red Blend,93
77115,France,Bordeaux-style Red Blend,93
77116,France,Bordeaux-style Red Blend,93
77117,France,Bordeaux-style Red Blend,93
77118,France,Bordeaux-style Red Blend,93
77119,France,Bordeaux-style Red Blend,93
77120,France,Bordeaux-style Red Blend,93
77121,France,Bordeaux-style Red Blend,92
77122,France,Bordeaux-style Red Blend,92
77123,France,Bordeaux-style Red Blend,92
77124,France,Bordeaux-style Red Blend,92
77125,France,Bordeaux-style Red Blend,92
77126,France,Bordeaux-style Red Blend,92
77127,France,Bordeaux-style Red Blend,92
77128,France,Bordeaux-style Red Blend,92
77129,France,Bordeaux-style Red Blend,92
77130,New Zealand,Sauvignon Blanc,87
77131,Italy,Grignolino,87
77132,US,Cabernet Sauvignon,87
77133,US,Gewürztraminer,87
77134,Chile,Carmenère,87
77135,Italy,Barbera,87
77136,Italy,Nebbiolo,87
77137,Italy,Nebbiolo,87
77138,New Zealand,Sauvignon Blanc,87
77139,Italy,Dolcetto,87
77140,Georgia,White Blend,87
77141,Italy,Barbera,87
77142,US,Chardonnay,87
77143,France,Chardonnay,87
77144,US,Roussanne,87
77145,Chile,Red Blend,87
77146,US,Pinot Grigio,87
77147,Italy,Nebbiolo,87
77148,Italy,Nebbiolo,87
77149,Italy,Barbera,87
77150,Bulgaria,Cabernet Sauvignon,87
77151,US,Pinot Noir,87
77152,US,Colombard,87
77153,US,Pinot Noir,86
77154,Italy,Barbera,86
77155,Romania,Sauvignon Blanc,86
77156,Italy,Nebbiolo,86
77157,Greece,White Blend,86
77158,Chile,Carmenère,86
77159,US,Viognier,86
77160,Chile,Chardonnay,87
77161,Germany,Spätburgunder,87
77162,Italy,Primitivo,87
77163,US,Zinfandel,87
77164,US,Syrah,87
77165,South Africa,Pinot Noir,87
77166,South Africa,Cabernet Sauvignon-Merlot-Shiraz,87
77167,Greece,Viognier,87
77168,US,Sauvignon Blanc,87
77169,Chile,Merlot,87
77170,Chile,Cabernet Sauvignon-Syrah,87
77171,Italy,Falanghina,87
77172,Chile,Cabernet Sauvignon-Syrah,87
77173,Italy,Sangiovese,87
77174,Italy,Coda di Volpe,87
77175,Italy,White Blend,87
77176,Germany,Riesling,87
77177,New Zealand,Chardonnay,87
77178,New Zealand,Pinot Grigio,87
77179,South Africa,Cabernet Sauvignon,87
77180,US,Chardonnay,87
77181,Italy,Aglianico,87
77182,Chile,Red Blend,87
77183,South Africa,Chenin Blanc,87
77184,Italy,Mantonico,87
77185,US,Cabernet Sauvignon,87
77186,US,Pinot Noir,87
77187,US,Pinot Noir,87
77188,US,Cabernet Sauvignon,87
77189,Chile,Sauvignon Blanc,87
77190,Italy,Grillo,87
77191,Italy,Syrah,87
77192,Italy,Pinot Nero,87
77193,US,Chenin Blanc,87
77194,Argentina,Malbec,87
77195,South Africa,Sauvignon Blanc,87
77196,US,Red Blend,87
77197,France,White Blend,87
77198,Italy,Garganega,87
77199,US,Pinot Noir,87
77200,Italy,Fiano,87
77201,Argentina,Malbec,87
77202,Italy,Merlot,87
77203,Germany,Cabernet Sauvignon,87
77204,US,Syrah,87
77205,US,Cabernet Sauvignon,87
77206,Italy,Merlot,87
77207,Italy,Sangiovese,87
77208,Germany,Riesling,87
77209,Italy,Trebbiano,87
77210,Italy,Nero d'Avola,87
77211,South Africa,Pinotage,87
77212,Italy,White Blend,87
77213,Italy,Garganega,87
77214,South Africa,Chardonnay,87
77215,Argentina,Bonarda,87
77216,Greece,Petroulianos,87
77217,Germany,Riesling,87
77218,US,Pinot Noir,87
77219,South Africa,Rhône-style Red Blend,87
77220,Portugal,Portuguese White,89
77221,France,Cabernet Franc,89
77222,France,Chenin Blanc,89
77223,New Zealand,Pinot Noir,89
77224,US,Pinot Noir,89
77225,Portugal,Shiraz,89
77226,Spain,Red Blend,89
77227,Spain,Red Blend,89
77228,US,Riesling,89
77229,US,Gewürztraminer,89
77230,Australia,Sparkling Blend,89
77231,US,Zinfandel,89
77232,Spain,Verdejo,89
77233,France,Bordeaux-style Red Blend,89
77234,US,Pinot Noir,89
77235,US,Champagne Blend,89
77236,US,Cabernet Sauvignon,89
77237,US,Merlot,89
77238,Portugal,Portuguese Red,89
77239,US,Cabernet Sauvignon,89
77240,US,Riesling,89
77241,Spain,Palomino,89
77242,Italy,Red Blend,89
77243,Spain,Godello,89
77244,Italy,Red Blend,89
77245,Portugal,Portuguese Red,89
77246,France,Bordeaux-style Red Blend,89
77247,France,Malbec,89
77248,Italy,Red Blend,89
77249,Portugal,Portuguese White,89
77250,Italy,Aglianico,88
77251,US,Cabernet Sauvignon,88
77252,Portugal,Port,88
77253,US,Grenache,88
77254,Italy,Greco,88
77255,Italy,Aglianico,88
77256,Italy,Aglianico,88
77257,Italy,Greco,88
77258,France,Bordeaux-style Red Blend,88
77259,France,Bordeaux-style Red Blend,88
77260,France,Bordeaux-style Red Blend,88
77261,France,Bordeaux-style White Blend,88
77262,France,Bordeaux-style Red Blend,88
77263,France,Bordeaux-style Red Blend,88
77264,France,Bordeaux-style Red Blend,88
77265,France,Marsanne,88
77266,France,Bordeaux-style Red Blend,88
77267,France,Bordeaux-style Red Blend,88
77268,Australia,Bordeaux-style Red Blend,88
77269,France,Bordeaux-style Red Blend,88
77270,France,Bordeaux-style Red Blend,88
77271,Portugal,Port,88
77272,Argentina,Malbec,88
77273,US,Chardonnay,88
77274,US,Sauvignon Blanc,88
77275,Spain,Rosé,88
77276,Italy,Red Blend,88
77277,Portugal,Port,88
77278,Italy,Primitivo,88
77279,Italy,Negroamaro,88
77280,Australia,Cabernet Sauvignon-Shiraz,91
77281,US,Pinot Noir,91
77282,Portugal,Portuguese Red,91
77283,Australia,Shiraz,91
77284,US,Gewürztraminer,91
77285,Spain,Verdejo,91
77286,US,Sauvignon Blanc,91
77287,US,Cabernet Sauvignon,91
77288,US,Mourvèdre,91
77289,US,Cabernet Sauvignon,91
77290,Portugal,Portuguese Red,91
77291,Australia,Shiraz,91
77292,Portugal,Portuguese Red,91
77293,Portugal,Portuguese Red,91
77294,Portugal,Portuguese White,91
77295,US,Riesling,91
77296,US,Cabernet Sauvignon,91
77297,Portugal,Portuguese Red,91
77298,US,Cabernet Franc,91
77299,Argentina,Meritage,91
77300,US,Rhône-style Red Blend,91
77301,US,Bordeaux-style Red Blend,91
77302,US,Bordeaux-style Red Blend,91
77303,US,Red Blend,91
77304,South Africa,Chenin Blanc,91
77305,US,Cabernet Sauvignon,91
77306,US,Cabernet Franc,91
77307,US,Riesling,91
77308,Argentina,Malbec,91
77309,Argentina,Malbec,91
77310,France,Bordeaux-style White Blend,90
77311,US,Pinot Gris,90
77312,US,Chardonnay,90
77313,Italy,Montepulciano,90
77314,Italy,Red Blend,90
77315,Italy,Aglianico,90
77316,Germany,Riesling,90
77317,US,Pinot Noir,90
77318,US,Pinot Noir,90
77319,US,Pinot Gris,90
77320,France,Red Blend,90
77321,US,Cabernet Sauvignon,90
77322,US,Cabernet Sauvignon,90
77323,US,Syrah,90
77324,US,Cabernet Sauvignon,90
77325,US,Pinot Gris,90
77326,US,Roussanne,90
77327,US,Semillon-Sauvignon Blanc,90
77328,Chile,Cabernet Sauvignon,90
77329,Germany,Riesling,90
77330,US,Cabernet Sauvignon,90
77331,Italy,Montepulciano,90
77332,US,Pinot Noir,90
77333,Chile,Syrah,90
77334,Italy,Primitivo,90
77335,US,Pinot Noir,90
77336,US,Tempranillo Blend,90
77337,France,Bordeaux-style Red Blend,90
77338,Germany,Riesling,90
77339,Chile,Cabernet Sauvignon,90
77340,US,Pinot Noir,88
77341,Greece,Agiorgitiko,88
77342,Chile,Carmenère,88
77343,Italy,Nebbiolo,88
77344,US,Chardonnay,88
77345,France,Sauvignon Blanc,88
77346,US,Barbera,88
77347,US,White Blend,88
77348,US,Bordeaux-style Red Blend,88
77349,Italy,Nebbiolo,88
77350,Chile,Cabernet Sauvignon,88
77351,Greece,White Blend,87
77352,Greece,Mandilaria,87
77353,US,Pinot Grigio,87
77354,US,Rosé,87
77355,France,Bordeaux-style Red Blend,87
77356,US,Red Blend,87
77357,US,Sauvignon Blanc,87
77358,US,Red Blend,87
77359,France,Sauvignon Blanc,87
77360,Greece,Red Blend,87
77361,Italy,Dolcetto,87
77362,Italy,Nebbiolo,87
77363,US,Pinot Noir,87
77364,France,Sauvignon Blanc,87
77365,Chile,Cabernet Sauvignon,87
77366,France,Sparkling Blend,87
77367,US,Zinfandel,87
77368,France,Bordeaux-style Red Blend,87
77369,US,Pinot Noir,87
77370,Italy,"Corvina, Rondinella, Molinara",93
77371,Italy,"Corvina, Rondinella, Molinara",93
77372,US,Viognier,93
77373,Italy,"Corvina, Rondinella, Molinara",92
77374,France,Chardonnay,92
77375,France,Chardonnay,92
77376,France,Chardonnay,92
77377,France,Chardonnay,92
77378,France,Chardonnay,92
77379,France,Chardonnay,92
77380,Spain,Moscatel,92
77381,Spain,Verdejo,92
77382,Argentina,Malbec,92
77383,US,Pinot Noir,92
77384,Italy,"Corvina, Rondinella, Molinara",92
77385,France,Pinot Noir,92
77386,Italy,"Corvina, Rondinella, Molinara",92
77387,Italy,"Corvina, Rondinella, Molinara",92
77388,US,Syrah,92
77389,Italy,"Corvina, Rondinella, Molinara",92
77390,Italy,"Corvina, Rondinella, Molinara",92
77391,France,Pinot Noir,92
77392,US,Sauvignon Blanc,92
77393,Spain,Red Blend,92
77394,US,Sparkling Blend,92
77395,France,Pinot Noir,92
77396,France,Chardonnay,92
77397,Italy,"Corvina, Rondinella, Molinara",92
77398,Italy,"Corvina, Rondinella, Molinara",92
77399,US,Red Blend,92
77400,France,Bordeaux-style Red Blend,92
77401,France,Bordeaux-style Red Blend,92
77402,France,Bordeaux-style Red Blend,92
77403,France,Bordeaux-style Red Blend,92
77404,France,Bordeaux-style Red Blend,92
77405,France,Bordeaux-style Red Blend,92
77406,France,Bordeaux-style Red Blend,92
77407,France,Bordeaux-style Red Blend,91
77408,France,Bordeaux-style Red Blend,91
77409,France,Bordeaux-style Red Blend,91
77410,France,Bordeaux-style Red Blend,91
77411,France,Bordeaux-style Red Blend,91
77412,France,Bordeaux-style Red Blend,91
77413,France,Bordeaux-style Red Blend,91
77414,France,Bordeaux-style Red Blend,91
77415,France,Bordeaux-style Red Blend,91
77416,France,Bordeaux-style Red Blend,91
77417,France,Bordeaux-style Red Blend,90
77418,France,Bordeaux-style Red Blend,90
77419,France,Bordeaux-style Red Blend,90
77420,France,Bordeaux-style Red Blend,90
77421,France,Bordeaux-style Red Blend,90
77422,France,Bordeaux-style Red Blend,90
77423,France,Bordeaux-style Red Blend,90
77424,France,Bordeaux-style Red Blend,90
77425,France,Bordeaux-style Red Blend,90
77426,France,Bordeaux-style Red Blend,90
77427,France,Bordeaux-style Red Blend,90
77428,France,Bordeaux-style Red Blend,90
77429,France,Bordeaux-style Red Blend,90
77430,Italy,Freisa,86
